,index,consider_len,end_time,buy_discount_rate,sell_discount_rate,buy_power_threshold,sell_power_threshold,buy_accel_threshold,sell_accel_threshold,buy_power_ratio_threshold,mean_earning_rate,total_trade_count,oscillation_count,oscillation_ratio
167,0,20,20200902101000,0.5,0.5,5,1,0.3,0.5,20000,-0.26,247,186,0.75
168,0,20,20200902091000,0.5,0.5,5,1,0.3,0.7,100,-0.3,47,36,0.77
169,0,20,20200902092000,0.5,0.5,5,1,0.3,0.7,100,-0.32,179,128,0.72
170,0,20,20200902093000,0.5,0.5,5,1,0.3,0.7,100,-0.34,385,295,0.77
171,0,20,20200902101000,0.5,0.5,5,1,0.3,0.7,100,-0.35,697,531,0.76
172,0,20,20200902091000,0.5,0.5,5,1,0.3,0.7,2000,-0.24,30,20,0.67
173,0,20,20200902092000,0.5,0.5,5,1,0.3,0.7,2000,-0.21,122,79,0.65
174,0,20,20200902093000,0.5,0.5,5,1,0.3,0.7,2000,-0.27,267,190,0.71
175,0,20,20200902101000,0.5,0.5,5,1,0.3,0.7,2000,-0.29,490,355,0.72
176,0,20,20200902091000,0.5,0.5,5,1,0.3,0.7,20000,-0.08,13,7,0.54
177,0,20,20200902092000,0.5,0.5,5,1,0.3,0.7,20000,-0.09,52,32,0.62
178,0,20,20200902093000,0.5,0.5,5,1,0.3,0.7,20000,-0.19,119,83,0.7
179,0,20,20200902101000,0.5,0.5,5,1,0.3,0.7,20000,-0.24,228,161,0.71
180,0,20,20200902091000,0.5,0.5,5,1,0.5,0.3,100,-0.3,46,37,0.8
181,0,20,20200902092000,0.5,0.5,5,1,0.5,0.3,100,-0.3,130,104,0.8
182,0,20,20200902093000,0.5,0.5,5,1,0.5,0.3,100,-0.31,220,186,0.85
183,0,20,20200902101000,0.5,0.5,5,1,0.5,0.3,100,-0.31,364,311,0.85
184,0,20,20200902091000,0.5,0.5,5,1,0.5,0.3,2000,-0.3,21,16,0.76
185,0,20,20200902092000,0.5,0.5,5,1,0.5,0.3,2000,-0.3,61,48,0.79
186,0,20,20200902093000,0.5,0.5,5,1,0.5,0.3,2000,-0.32,95,80,0.84
187,0,20,20200902101000,0.5,0.5,5,1,0.5,0.3,2000,-0.29,183,154,0.84
188,0,20,20200902091000,0.5,0.5,5,1,0.5,0.3,20000,-0.2,7,5,0.71
189,0,20,20200902092000,0.5,0.5,5,1,0.5,0.3,20000,-0.23,19,13,0.68
190,0,20,20200902093000,0.5,0.5,5,1,0.5,0.3,20000,-0.28,26,20,0.77
191,0,20,20200902101000,0.5,0.5,5,1,0.5,0.3,20000,-0.31,56,45,0.8
192,0,20,20200902091000,0.5,0.5,5,1,0.5,0.5,100,-0.32,18,12,0.67
193,0,20,20200902092000,0.5,0.5,5,1,0.5,0.5,100,-0.24,59,39,0.66
194,0,20,20200902093000,0.5,0.5,5,1,0.5,0.5,100,-0.27,102,72,0.71
195,0,20,20200902101000,0.5,0.5,5,1,0.5,0.5,100,-0.3,169,128,0.76
196,0,20,20200902091000,0.5,0.5,5,1,0.5,0.5,2000,-0.34,11,7,0.64
197,0,20,20200902092000,0.5,0.5,5,1,0.5,0.5,2000,-0.13,31,17,0.55
198,0,20,20200902093000,0.5,0.5,5,1,0.5,0.5,2000,-0.19,52,32,0.62
199,0,20,20200902101000,0.5,0.5,5,1,0.5,0.5,2000,-0.21,94,65,0.69
200,0,20,20200902091000,0.5,0.5,5,1,0.5,0.5,20000,-0.03,3,1,0.33
201,0,20,20200902092000,0.5,0.5,5,1,0.5,0.5,20000,0.2,11,3,0.27
202,0,20,20200902093000,0.5,0.5,5,1,0.5,0.5,20000,0.01,16,6,0.37
203,0,20,20200902101000,0.5,0.5,5,1,0.5,0.5,20000,-0.04,32,16,0.5
204,0,20,20200902091000,0.5,0.5,5,1,0.5,0.7,100,-0.32,16,11,0.69
205,0,20,20200902092000,0.5,0.5,5,1,0.5,0.7,100,-0.24,51,32,0.63
206,0,20,20200902093000,0.5,0.5,5,1,0.5,0.7,100,-0.27,89,57,0.64
207,0,20,20200902101000,0.5,0.5,5,1,0.5,0.7,100,-0.3,151,107,0.71
208,0,20,20200902091000,0.5,0.5,5,1,0.5,0.7,2000,-0.27,10,6,0.6
209,0,20,20200902092000,0.5,0.5,5,1,0.5,0.7,2000,-0.06,30,15,0.5
210,0,20,20200902093000,0.5,0.5,5,1,0.5,0.7,2000,-0.15,48,26,0.54
211,0,20,20200902101000,0.5,0.5,5,1,0.5,0.7,2000,-0.18,87,55,0.63
212,0,20,20200902091000,0.5,0.5,5,1,0.5,0.7,20000,0.21,3,1,0.33
213,0,20,20200902092000,0.5,0.5,5,1,0.5,0.7,20000,0.35,11,3,0.27
214,0,20,20200902093000,0.5,0.5,5,1,0.5,0.7,20000,0.12,16,6,0.37
215,0,20,20200902101000,0.5,0.5,5,1,0.5,0.7,20000,0.02,31,15,0.48
216,0,20,20200902091000,0.5,0.5,5,2,0.3,0.3,100,-0.26,156,120,0.77
217,0,20,20200902092000,0.5,0.5,5,2,0.3,0.3,100,-0.29,643,531,0.83
218,0,20,20200902093000,0.5,0.5,5,2,0.3,0.3,100,-0.3,1322,1142,0.86
219,0,20,20200902101000,0.5,0.5,5,2,0.3,0.3,100,-0.31,2265,1977,0.87
220,0,20,20200902091000,0.5,0.5,5,2,0.3,0.3,2000,-0.2,81,58,0.72
221,0,20,20200902092000,0.5,0.5,5,2,0.3,0.3,2000,-0.27,327,265,0.81
222,0,20,20200902093000,0.5,0.5,5,2,0.3,0.3,2000,-0.29,675,575,0.85
223,0,20,20200902101000,0.5,0.5,5,2,0.3,0.3,2000,-0.29,1192,1015,0.85
224,0,20,20200902091000,0.5,0.5,5,2,0.3,0.3,20000,-0.16,24,17,0.71
225,0,20,20200902092000,0.5,0.5,5,2,0.3,0.3,20000,-0.25,110,88,0.8
226,0,20,20200902093000,0.5,0.5,5,2,0.3,0.3,20000,-0.29,245,210,0.86
227,0,20,20200902101000,0.5,0.5,5,2,0.3,0.3,20000,-0.29,457,389,0.85
228,0,20,20200902091000,0.5,0.5,5,2,0.3,0.5,100,-0.32,70,55,0.79
229,0,20,20200902092000,0.5,0.5,5,2,0.3,0.5,100,-0.32,257,200,0.78
230,0,20,20200902093000,0.5,0.5,5,2,0.3,0.5,100,-0.35,531,437,0.82
231,0,20,20200902101000,0.5,0.5,5,2,0.3,0.5,100,-0.35,930,766,0.82
232,0,20,20200902091000,0.5,0.5,5,2,0.3,0.5,2000,-0.27,42,30,0.71
233,0,20,20200902092000,0.5,0.5,5,2,0.3,0.5,2000,-0.27,150,109,0.73
234,0,20,20200902093000,0.5,0.5,5,2,0.3,0.5,2000,-0.3,326,258,0.79
235,0,20,20200902101000,0.5,0.5,5,2,0.3,0.5,2000,-0.32,590,471,0.8
236,0,20,20200902091000,0.5,0.5,5,2,0.3,0.5,20000,-0.23,15,10,0.67
